,Amount,SUPERVISOR Involved,PRE_APPROVER Involved,DIRECTOR Involved,BUDGET_OWNER Involved,ADMINISTRATOR Involved,Number Of Levels,APPROVED/REJECTED,Throughput Time
declaration 81020,267.05759415075426,1,1,0,0,0,2,1,1743268.0
declaration 143750,586.161348610114,1,1,0,0,0,2,1,3301240.0
declaration 81296,583.0815441567846,1,1,0,0,0,2,1,280399.0
declaration 86547,181.89767358324133,1,1,0,0,0,2,1,1400918.0
declaration 81030,322.5055123510663,1,0,0,0,0,1,1,1403283.0
declaration 84109,217.16872403338664,1,1,0,0,0,2,1,1490497.0
declaration 82267,119.45311669713784,1,1,0,0,0,2,1,1135826.0
declaration 79466,1166.0334808135074,1,1,0,0,0,2,1,721049.0
declaration 81642,970.7636676283475,1,1,0,0,0,2,0,0.0
declaration 81640,740.8673346251489,1,1,0,0,0,2,1,1125071.0
declaration 79476,2789.438933946059,1,0,1,0,0,2,1,843311.0
declaration 81655,414.37425626164134,1,1,0,0,0,2,1,292237.0
declaration 85078,456.011072534234,1,1,0,0,0,2,1,521677.0
declaration 79166,1080.0396355182559,1,0,0,0,1,2,1,1670533.0
declaration 86331,2324.7138562494106,1,0,1,0,0,2,1,849346.0
declaration 82277,52.49145822574302,1,0,0,0,0,1,1,365476.0
declaration 81613,1022.9201672125737,1,1,0,0,0,2,1,272613.0
declaration 85088,248.62699226801547,1,1,0,0,0,2,1,284075.0
declaration 81822,709.7123315979495,1,0,1,0,0,2,1,539132.0
declaration 82300,535.3336137880947,1,1,0,0,0,2,1,354679.0
declaration 85468,453.16710324179104,1,1,0,0,0,2,1,1390291.0
declaration 81704,314.8316061170756,1,0,0,0,0,1,1,526692.0
declaration 85677,712.4262443106722,1,1,0,0,0,2,1,506810.0
declaration 81669,1557.3021959015025,1,0,0,0,0,1,1,547900.0
declaration 81681,1034.0463220222368,1,0,1,0,0,2,1,1662695.0
declaration 81838,18.7515191083232,1,1,0,0,0,2,1,267508.0
declaration 81837,18.7515191083232,1,1,0,0,0,2,0,0.0
declaration 82285,1516.7626024471126,1,1,0,0,1,3,1,197090.0
declaration 81552,1176.743132758222,1,1,0,0,0,2,1,1151742.0
declaration 81875,297.25409525091567,1,1,0,0,0,2,1,287884.0
declaration 81877,294.64660318731114,1,1,0,0,0,2,0,0.0
declaration 81862,874.2776087442918,1,1,0,0,0,2,1,702518.0
declaration 144174,812.027695555041,1,0,0,0,0,1,1,1061585.0
declaration 85948,18.867000366294782,1,0,0,0,0,1,1,804768.0
declaration 81741,87.51485257108736,1,0,0,0,0,1,1,524384.0
declaration 83646,299.69532727649937,1,1,0,0,0,2,1,306130.0
declaration 80700,652.1959554314337,1,0,0,0,1,2,1,1198816.0
declaration 85152,124.53993118791198,1,0,0,0,0,1,1,550270.0
declaration 85154,807.0515277637717,1,0,0,0,0,1,1,553716.0
declaration 81749,0.0,1,0,1,1,1,4,0,1232394.0
declaration 81750,3002.9985625313884,1,0,1,1,1,4,1,611596.0
declaration 80171,442.01438680219917,1,0,0,0,1,2,1,517493.0
declaration 8232,76.11477773898247,1,0,0,0,1,2,1,1215713.0
declaration 83656,645.8381064911277,1,1,0,0,0,2,1,2504976.0
declaration 81694,27.549132738500823,1,1,0,0,0,2,1,461303.0
declaration 80183,104.32382273999183,1,0,0,0,0,1,1,1229159.0
declaration 80709,382.4467997418144,1,0,0,0,1,2,1,419691.0
declaration 31495,1290.9275405066253,1,0,0,0,1,2,1,288621.0
declaration 81766,205.20914653266695,1,0,0,0,0,1,1,391628.0
declaration 80718,415.89053697287164,1,0,0,0,0,1,1,463740.0
declaration 81774,295.11739382282235,1,1,0,0,0,2,1,1822326.0
declaration 81788,1295.7075647102592,1,0,0,0,0,1,1,540363.0
declaration 86341,3218.114447168281,1,1,0,0,0,2,1,628141.0
declaration 83674,646.273159936661,1,0,0,0,0,1,1,551919.0
declaration 81799,23.96855220820045,1,0,0,0,0,1,1,546788.0
declaration 81809,1381.1089405982298,1,0,1,0,0,2,1,549655.0
declaration 83880,2074.7943245901215,1,0,1,0,0,2,1,515674.0
declaration 86215,276.72470074435324,1,0,0,0,0,1,1,372735.0
declaration 144138,214.01332337670507,1,0,0,0,0,1,1,698123.0
declaration 79114,171.3940646992652,1,1,0,0,0,2,1,1129989.0
declaration 81712,36.193071411346104,1,1,0,0,0,2,1,361608.0
declaration 80510,984.1066161339741,1,0,0,0,0,1,1,871594.0
declaration 84098,1021.9115583470618,1,0,0,0,0,1,1,514170.0
declaration 79836,283.15149726627305,1,0,0,0,0,1,1,413123.0
declaration 84134,1119.1728125969826,1,0,0,0,0,1,1,785030.0
declaration 86421,890.9297518301702,1,0,0,0,0,1,1,280241.0
declaration 79136,2986.66289378778,1,0,1,0,0,2,1,540191.0
declaration 84157,1297.1653121971315,1,1,0,0,0,2,1,613046.0
declaration 84144,353.69759674831636,1,1,0,0,1,3,1,630987.0
declaration 81722,229.66382643162459,1,1,0,0,0,2,1,552805.0
declaration 80915,57.1806907441232,1,1,0,0,0,2,1,698655.0
declaration 79826,579.9755775475353,1,1,0,0,1,3,1,872818.0
declaration 80925,1051.1289101631016,1,1,0,0,0,2,1,1134703.0
declaration 78446,153.7664014381464,1,0,0,0,0,1,1,281709.0
declaration 56344,834.3350636773079,1,0,0,0,1,2,1,1215389.0
declaration 80938,687.9139449366064,1,0,0,0,0,1,1,532733.0
declaration 86351,332.1890543276064,1,1,0,0,0,2,1,870641.0
declaration 80946,1629.0606625654834,1,0,0,0,0,1,1,539526.0
declaration 85068,308.167723858284,1,1,0,0,1,3,1,278470.0
declaration 80957,98.02573760629878,1,1,0,0,0,2,1,797492.0
declaration 79579,182.97829206241587,1,1,0,0,0,2,1,718071.0
declaration 80967,481.1862313586762,1,0,0,0,0,1,1,268980.0
declaration 79126,280.40365955729294,1,0,0,0,0,1,1,524926.0
declaration 81104,107.96415778444516,1,0,0,0,0,1,1,442400.0
declaration 85695,491.22475601292973,1,1,0,0,0,2,1,1809748.0
declaration 81122,217.3770956206792,1,1,0,0,0,2,1,1137473.0
declaration 85166,132.2415438616039,1,1,0,0,1,3,1,964834.0
declaration 78623,304.516617998681,1,0,0,0,0,1,1,432523.0
declaration 81132,373.04915686479376,1,1,0,0,0,2,1,940170.0
declaration 85737,718.3041651943781,1,0,0,0,0,1,1,797209.0
declaration 79589,512.8400526126261,1,1,0,0,0,2,1,893409.0
declaration 81505,730.7070367995585,1,1,0,0,1,3,1,538076.0
declaration 143763,653.0463696180601,1,0,0,0,0,1,1,880671.0
declaration 81515,311.84798549177026,1,0,0,0,0,1,1,1664055.0
declaration 81523,234.80318907615643,1,0,0,0,0,1,1,1150049.0
declaration 86364,292.61035605687397,1,1,0,0,0,2,1,288133.0
declaration 85956,737.0575915395947,1,1,0,1,1,4,1,890305.0
declaration 81956,34.74151364092837,1,1,0,0,0,2,1,2189837.0
declaration 85967,1629.9830397648707,1,1,0,0,0,2,1,2356773.0
declaration 80650,1920.701613185603,1,0,0,0,0,1,1,272124.0
declaration 79175,557.8151663348535,1,0,0,1,1,3,1,3030740.0
declaration 84536,327.7209895868265,1,0,0,0,1,2,1,707340.0
declaration 84685,803.468547103341,1,0,0,0,0,1,1,514700.0
declaration 78864,334.65665478400297,1,0,0,0,0,1,1,631706.0
declaration 80408,544.1408388321111,1,1,0,0,0,2,1,1147227.0
declaration 84545,634.2870018726991,1,1,0,0,0,2,1,432921.0
declaration 79488,0.0,1,1,0,0,0,2,0,5049.0
declaration 79486,245.97551948697617,1,1,0,0,0,2,1,635571.0
declaration 73947,47.326514631163626,1,0,0,0,0,1,1,523539.0
declaration 85774,35.86881805829775,1,1,0,0,0,2,1,887625.0
declaration 8222,74.16311677131625,1,0,0,0,1,2,1,1215645.0
declaration 14461,315.48698778884085,1,0,0,1,1,3,1,1499919.0
declaration 31285,64.4739281842715,1,0,0,1,1,3,1,1455457.0
declaration 79187,418.29336425348305,1,0,0,0,0,1,1,1935298.0
declaration 78872,48.066596481181456,1,1,0,0,0,2,1,1057741.0
declaration 78631,59.856516372792,1,1,0,0,0,2,1,1404863.0
declaration 79197,661.3763653640846,1,0,0,0,1,2,1,516645.0
declaration 84555,298.30282645877924,1,1,0,0,0,2,1,896631.0
declaration 78656,1493.801794466487,1,1,0,0,0,2,1,278044.0
declaration 79210,569.5438224562632,1,1,1,0,1,4,1,892551.0
declaration 85705,757.3964493169173,1,1,0,0,0,2,1,544293.0
declaration 78436,380.0012454755116,1,1,0,0,0,2,1,864791.0
declaration 78188,720.7535360192802,1,1,0,0,0,2,1,276784.0
declaration 22044,193.01916377665844,1,0,0,1,1,3,1,1482346.0
declaration 78808,244.0191860888008,1,0,0,0,0,1,1,1405401.0
declaration 79966,637.6731852974299,1,0,0,0,1,2,1,194093.0
declaration 1729,64.4739281842715,1,0,0,0,1,2,1,1192220.0
declaration 1731,64.4739281842715,1,0,0,0,1,2,1,1107369.0
declaration 79713,425.5807802005335,1,0,0,0,0,1,1,1130436.0
declaration 85766,91.12425732896352,1,0,0,0,0,1,1,279913.0
declaration 79721,114.6800550432475,1,0,0,0,0,1,1,604059.0
declaration 78198,304.20393548314075,1,0,0,0,1,2,1,10291438.0
declaration 21523,1859.4509391275978,1,0,0,1,1,3,1,798929.0
declaration 6997,807.4289045822193,1,0,0,1,1,3,1,2589830.0
declaration 78798,332.0403208853302,1,1,0,0,1,3,1,271591.0
declaration 144035,308.1791856624553,1,0,0,0,0,1,1,613128.0
declaration 79729,240.34717787933943,1,1,0,0,1,3,1,1057256.0
declaration 79500,850.1832286697033,1,0,0,0,0,1,1,424877.0
declaration 84569,1619.8812850204256,1,0,0,0,1,2,1,5354545.0
declaration 47106,302.12174266261627,1,0,0,1,1,3,1,1394510.0
declaration 84457,0.0,1,0,1,0,1,3,0,7075.0
declaration 84458,1647.8709914845965,1,0,1,0,1,3,1,616150.0
declaration 79849,1907.1400945908304,1,0,1,0,1,3,1,1555059.0
declaration 79281,458.59997866436805,1,0,0,0,0,1,1,538291.0
declaration 24446,994.8209979670328,1,0,0,0,1,2,1,1299642.0
declaration 78882,1268.0722008526488,1,0,0,0,1,2,1,2357962.0
declaration 84471,1177.326443971645,1,0,0,0,0,1,1,451577.0
declaration 78454,477.1762707391071,1,1,0,0,0,2,1,528693.0
declaration 78207,241.34729093898343,1,1,0,0,0,2,1,531728.0
declaration 80898,46.47146450465596,1,1,0,0,0,2,1,457112.0
declaration 80726,874.6783457942729,1,1,0,0,0,2,1,522797.0
declaration 78642,201.44780040176525,1,1,0,0,0,2,1,701999.0
declaration 78217,155.82834583069268,1,1,0,0,1,3,1,1304773.0
declaration 85108,2924.9867702211086,1,1,0,0,0,2,1,887663.0
declaration 78829,688.82454138136,1,0,1,0,0,2,1,339117.0
declaration 14358,413.6261174883922,1,0,0,0,1,2,1,1041814.0
declaration 80441,238.9792588492169,1,0,0,0,0,1,1,367460.0
declaration 78600,319.0364956162465,1,1,0,0,0,2,1,1623538.0
declaration 78583,221.11137934825544,1,1,0,0,1,3,1,449995.0
declaration 78671,338.0131761632378,1,1,0,0,0,2,1,257702.0
declaration 79297,201.95817368577437,1,0,0,0,1,2,1,524975.0
declaration 79289,681.1738349761413,1,0,0,0,0,1,1,1321646.0
declaration 78681,266.93806266235214,1,0,0,0,1,2,1,430670.0
declaration 80468,1748.4720276387395,1,0,1,0,1,3,1,2448564.0
declaration 78690,280.0517203043741,1,0,0,0,0,1,1,807027.0
declaration 79306,832.8175612544924,1,0,0,0,0,1,1,2080202.0
declaration 78464,305.0867300880771,1,0,0,0,0,1,1,547184.0
declaration 85244,1646.4509100178789,1,0,0,1,1,3,1,3309344.0
declaration 84697,84.22735713680119,1,0,0,0,0,1,1,695789.0
declaration 79335,511.2691911924808,1,0,0,0,0,1,1,786532.0
declaration 78256,257.7156655776563,1,1,0,1,1,4,1,1325694.0
declaration 78472,0.0,1,1,0,0,1,3,0,257864.0
declaration 85098,121.78789373459944,1,1,0,0,0,2,1,868238.0
declaration 16616,1365.3697836803562,1,0,1,0,1,3,1,2242970.0
declaration 78227,0.0,1,0,0,0,1,2,1,273608.0
declaration 79314,2396.4599659784685,1,0,1,0,1,3,1,1806209.0
declaration 85257,1988.2486197387286,1,0,1,0,1,3,1,447704.0
declaration 78698,729.632521005038,1,0,0,0,1,2,1,445878.0
declaration 78273,684.1886534227042,1,1,0,1,1,4,1,1234496.0
declaration 84483,385.0190473673152,1,0,0,1,1,3,1,804180.0
declaration 78610,58.57114085501626,1,0,0,0,0,1,1,281711.0
declaration 79012,419.6851635005599,1,1,0,1,1,4,1,271630.0
declaration 85784,956.443564453488,1,0,0,0,0,1,1,1231360.0
declaration 84711,0.0,1,0,0,0,0,1,0,0.0
declaration 78816,217.5437145111396,1,0,0,0,0,1,1,365198.0
declaration 85745,159.43214936164023,1,0,0,0,0,1,1,496869.0
declaration 78240,57.51968428819577,1,0,0,0,1,2,1,888517.0
declaration 78238,47.56435431523881,1,0,0,0,1,2,1,628526.0
declaration 78481,995.3001238663171,1,1,0,0,0,2,1,786046.0
declaration 79977,493.59664489247285,1,1,0,0,1,3,1,720072.0
declaration 78981,907.6833377669285,1,1,0,0,1,3,1,3386612.0
declaration 78711,0.0,1,0,1,1,1,4,0,6306421.0
declaration 85792,426.2929061627641,1,1,0,0,1,3,1,1143455.0
declaration 78776,130.56367117117045,1,1,0,0,0,2,1,283078.0
declaration 78722,382.8247469176921,1,1,0,0,0,2,1,1394178.0
declaration 79326,723.4262486745201,1,0,0,0,1,2,1,1042733.0
declaration 78732,224.79024341895092,1,0,0,1,1,3,1,889410.0
declaration 80740,407.3899827208093,1,0,1,1,1,4,1,636959.0
declaration 79343,117.95410527656053,1,0,0,0,1,2,1,293294.0
declaration 79352,118.06782374031606,1,1,0,0,0,2,1,1558505.0
declaration 78286,720.7452543319166,1,0,0,0,1,2,1,624114.0
declaration 78840,443.1756485605055,1,0,0,0,1,2,1,117301.0
declaration 84497,463.7456847707093,1,1,0,0,0,2,1,622596.0
declaration 145007,942.3085636731007,1,0,1,0,0,2,1,1219577.0
declaration 44032,189.02797632696848,1,0,0,0,1,2,1,629818.0
declaration 79362,222.34641030176547,1,1,0,0,0,2,1,1741186.0
declaration 79903,132.32013741055775,1,1,0,1,1,4,1,1140791.0
declaration 78851,1699.3320426560226,1,0,0,0,1,2,1,1389977.0
declaration 78790,199.47079009446037,1,0,0,0,0,1,1,1997374.0
declaration 84725,107.98861780388908,1,0,0,1,1,3,1,1058387.0
declaration 84723,761.7892712470001,1,0,0,1,1,3,1,1057554.0
declaration 80306,877.8257947897007,1,1,0,0,0,2,1,270566.0
declaration 79269,918.9162139038215,1,0,0,0,1,2,1,1830883.0
declaration 78346,573.3134445321647,1,1,0,0,0,2,1,278264.0
declaration 80454,824.1374261133205,1,1,0,0,0,2,1,269932.0
declaration 80456,0.0,1,1,0,0,0,2,0,13066.0
declaration 67238,650.8465091167915,1,0,0,0,1,2,1,6571073.0
declaration 7022,863.38932371168,1,0,0,1,1,3,1,2590002.0
declaration 80422,109.51399734412466,1,1,0,0,1,3,1,633376.0
declaration 86239,896.2499144764669,1,0,0,0,0,1,1,279260.0
declaration 80762,1815.6005182325637,1,1,1,0,1,4,1,6961888.0
declaration 144304,1198.3420050081338,1,0,0,0,0,1,1,931127.0
declaration 79917,623.560689616184,1,1,0,0,1,3,1,864650.0
declaration 84292,133.94117218538403,1,0,0,0,1,2,1,665904.0
declaration 144311,249.99568657249475,1,0,0,0,0,1,1,873884.0
declaration 79028,2571.8961652165326,1,0,1,0,1,3,1,1041632.0
declaration 84356,1174.7821085736575,1,0,0,1,1,3,1,1195299.0
declaration 84387,711.0805105678292,1,0,0,1,1,3,1,434901.0
declaration 79948,426.80371347697184,1,0,0,0,0,1,1,288247.0
declaration 23993,473.4582395801801,1,0,0,0,1,2,1,545392.0
declaration 8901,597.111565560334,1,0,0,1,1,3,1,1132060.0
declaration 80324,235.80085723888595,1,0,0,0,0,1,1,611220.0
declaration 80316,84.22447338889293,1,0,0,0,0,1,1,272453.0
declaration 80773,409.58851032472603,1,1,0,0,0,2,1,1453082.0
declaration 80859,119.55861174750909,1,0,0,0,0,1,1,515034.0
declaration 86247,424.8017878841347,1,1,0,0,1,3,1,326553.0
declaration 86257,1033.528745467554,1,0,1,0,1,3,1,2277250.0
declaration 79372,2759.954616778157,1,0,1,0,1,3,1,546697.0
declaration 84405,597.7613915811378,1,0,0,0,1,2,1,434240.0
declaration 78742,227.03964781155142,1,0,0,0,1,2,1,686381.0
declaration 78357,334.7664003239676,1,1,0,0,1,3,1,525384.0
declaration 86274,30.49292641096344,1,0,0,0,0,1,1,449409.0
declaration 144516,706.8554337813459,1,0,0,0,0,1,1,802608.0
declaration 78297,193.52001417726058,1,0,0,0,0,1,1,1493015.0
declaration 80827,244.34960502032126,1,0,0,0,0,1,1,268118.0
declaration 78751,1134.5024552246844,1,0,1,1,1,4,1,796966.0
declaration 84301,599.0956426142939,1,0,0,0,0,1,1,259375.0
declaration 78416,18.81726447631629,1,0,1,1,1,4,1,970539.0
declaration 80835,818.5510047197587,1,0,0,1,1,3,1,964967.0
declaration 66056,156.35915183788876,1,0,0,0,1,2,1,8909970.0
declaration 7687,0.0,1,0,0,0,1,2,0,272595.0
declaration 7685,2171.9554991409,1,0,0,0,1,2,1,616532.0
declaration 22057,1452.2772317974625,1,0,0,0,1,2,1,870706.0
declaration 79044,258.00207919854665,1,1,0,0,0,2,1,194198.0
declaration 14793,518.5191250249013,1,0,0,1,1,3,1,1117168.0
declaration 84414,123.84930324279226,1,1,0,0,0,2,1,1393196.0
declaration 79000,178.56156299952656,1,0,0,0,1,2,1,284047.0
declaration 84424,577.8943430315242,1,1,0,0,0,2,1,1842226.0
declaration 85493,723.6089242306433,1,1,0,1,1,4,1,450968.0
declaration 56364,4017.8617877518545,1,0,1,0,1,3,1,1325433.0
declaration 80845,94.6929730941166,1,1,0,0,1,3,1,1150157.0
declaration 79234,103.65126475784135,1,1,0,0,1,3,1,1150576.0
declaration 84832,82.53956260442536,1,1,0,0,0,2,1,207852.0
declaration 79384,86.80216540505067,1,1,0,0,1,3,1,290176.0
declaration 8869,506.84986222244487,1,0,0,0,1,2,1,1541170.0
declaration 65655,408.9086905301837,1,0,0,1,1,3,1,1378103.0
declaration 79940,104.64154076983128,1,0,0,0,1,2,1,667642.0
declaration 79258,0.0,1,1,0,0,0,2,0,0.0
declaration 84509,76.12087874277688,1,1,0,1,1,4,1,283825.0
declaration 20053,267.196310185889,1,0,0,1,1,3,1,2081059.0
declaration 34486,197.38254742948095,1,0,0,1,1,3,1,2080828.0
declaration 18595,232.0313809226401,1,0,0,1,1,3,1,1131007.0
declaration 8772,942.5333450519173,1,0,0,1,1,3,1,2589291.0
declaration 85757,1726.2258762060746,1,0,0,0,1,2,1,2433049.0
declaration 84434,2000.8644089629754,1,0,1,0,1,3,1,2275931.0
declaration 4052,433.07057108468024,1,0,0,0,1,2,1,278666.0
declaration 78313,835.6164362208533,1,0,0,0,1,2,1,1468239.0
declaration 4589,417.46819088188056,1,0,0,0,1,2,1,1061827.0
declaration 4587,674.9069085923736,1,0,0,0,1,2,1,1061361.0
declaration 49429,3025.069251750959,1,0,0,0,1,2,1,545147.0
declaration 84524,1190.884207822645,1,0,0,0,1,2,1,888715.0
declaration 85509,393.11453177650424,1,1,0,0,1,3,1,291732.0
declaration 79244,3234.365386394843,1,1,0,1,1,4,1,1276955.0
declaration 144200,60.09631989094983,1,1,0,0,0,2,1,1392457.0
declaration 85580,1197.2886586988445,1,0,0,0,1,2,1,682525.0
declaration 143697,570.6233092558149,1,1,0,0,0,2,1,1301218.0
