,Amount,SUPERVISOR Involved,PRE_APPROVER Involved,DIRECTOR Involved,BUDGET_OWNER Involved,ADMINISTRATOR Involved,Number Of Levels,APPROVED/REJECTED,Throughput Time
declaration 59874,1700.3765164454717,1,0,0,1,1,3,1,7356532.0
declaration 55796,1634.6014145997729,1,0,0,1,1,3,1,1833221.0
declaration 20288,1027.601199477819,1,0,0,0,1,2,1,4261188.0
declaration 65007,894.5177445112441,1,0,0,1,1,3,1,2688323.0
declaration 59885,509.005797551266,1,0,0,1,1,3,1,607000.0
declaration 65775,1723.8720712423499,1,0,0,0,1,2,1,512350.0
declaration 65785,30.327720620733437,1,0,0,0,1,2,1,1821036.0
declaration 12310,1057.9753041305014,1,0,0,0,1,2,1,953782.0
declaration 20321,2059.8213719629675,1,0,0,0,1,2,1,1237293.0
declaration 20341,0.0,1,0,0,1,1,3,0,245056.0
declaration 63195,406.8553991753696,1,0,0,1,1,3,1,2010685.0
declaration 63498,1046.4157949352539,1,0,0,0,1,2,1,618336.0
declaration 34587,340.4416473039598,1,0,0,1,1,3,1,1828678.0
declaration 34602,2441.5507163583156,1,0,1,0,1,3,1,1390248.0
declaration 34614,3545.3765506103073,1,0,1,0,1,3,1,956410.0
declaration 68038,475.70627098897154,1,0,0,0,1,2,1,1404364.0
declaration 68048,2255.8425293022087,1,0,1,0,1,3,1,787291.0
declaration 12327,524.1855549933335,1,0,0,0,1,2,1,703795.0
declaration 63508,1319.3138119211603,1,0,1,0,1,3,1,3297710.0
declaration 20382,1950.6192605732326,1,0,0,1,1,3,1,596938.0
declaration 20393,1342.6786764534008,1,0,0,1,1,3,1,3030291.0
declaration 12346,1320.6871870950179,1,0,0,1,1,3,1,1491189.0
declaration 63519,1423.7367322905477,1,0,1,0,1,3,1,630309.0
declaration 68066,309.3928491566448,1,0,0,0,1,2,1,282002.0
declaration 20408,1123.8217968731242,1,0,0,0,1,2,1,1148561.0
declaration 65019,313.3846515227,1,0,1,0,1,3,1,281152.0
declaration 65030,908.7349278087547,1,0,0,0,1,2,1,449911.0
declaration 12362,220.05837572726733,1,0,0,1,1,3,1,370359.0
declaration 12379,311.6797760903788,1,0,0,0,1,2,1,538435.0
declaration 57913,600.1705504070779,1,0,0,0,1,2,1,1997095.0
declaration 65044,1246.1754619470637,1,0,0,0,1,2,1,886738.0
declaration 65043,0.0,1,0,0,0,1,2,0,694966.0
declaration 59899,1519.9457661647098,1,0,0,0,1,2,1,1665073.0
declaration 20419,111.48587312886957,1,0,0,0,1,2,1,1711882.0
declaration 65795,327.2036438888608,1,0,0,0,1,2,1,1840376.0
declaration 20429,1172.6727717802742,1,0,0,1,1,3,1,262972.0
declaration 63557,1112.5712313398594,1,0,0,0,1,2,1,1320295.0
declaration 63579,1279.3851380039002,1,0,0,0,1,2,1,802636.0
declaration 59925,330.42230575133493,1,0,0,0,1,2,1,1895743.0
declaration 59944,0.0,1,0,1,0,1,3,0,395503.0
declaration 63607,377.7673014523597,1,0,0,0,1,2,1,883704.0
declaration 63617,1222.5559967989798,1,0,0,0,1,2,1,5282453.0
declaration 68076,1418.5756208895286,1,0,0,0,1,2,1,2360377.0
declaration 65061,144.8175901861676,1,0,0,1,1,3,1,1039529.0
declaration 63633,375.07340387133445,1,0,0,1,1,3,1,1051421.0
declaration 63664,437.8482492140551,1,0,0,0,1,2,1,264162.0
declaration 57940,487.5173333405397,1,0,0,0,1,2,1,608154.0
declaration 63690,22.696747078525377,1,0,0,1,1,3,1,1224001.0
declaration 63688,16.775856536301365,1,0,0,1,1,3,1,1223493.0
declaration 63684,7.894520722965348,1,0,0,1,1,3,1,441251.0
declaration 63686,280.2554856652699,1,0,0,1,1,3,1,1218445.0
declaration 57952,947.5452414203373,1,0,0,1,1,3,1,1478974.0
declaration 57966,3646.7870303390546,1,0,1,1,1,4,1,1645419.0
declaration 57979,1221.788872858215,1,0,0,0,1,2,1,1829039.0
declaration 65083,793.4969954305868,1,0,0,1,1,3,1,1401119.0
declaration 63728,592.8051139245607,1,0,0,1,1,3,1,3209883.0
declaration 34625,608.1103156650225,1,0,0,0,1,2,1,2441029.0
declaration 59963,288.88376805759225,1,0,0,0,1,2,1,2327296.0
declaration 63740,249.15797715655177,1,0,0,0,1,2,1,6678677.0
declaration 65117,1432.2342613911278,1,0,1,1,1,4,1,2101506.0
declaration 63753,429.74303973840784,1,0,0,0,1,2,1,1234954.0
declaration 59976,1083.4688558875512,1,0,0,0,1,2,1,1821465.0
declaration 59986,920.9101881960007,1,0,0,0,1,2,1,1819533.0
declaration 58007,475.8228180308959,1,0,0,0,1,2,1,886170.0
declaration 65133,0.0,1,0,0,0,1,2,1,1228801.0
declaration 65146,1161.5290958455985,1,0,0,1,1,3,1,1759459.0
declaration 65161,301.76055498397653,1,0,0,0,1,2,1,1039117.0
declaration 58036,266.5225306327302,1,0,0,0,1,2,1,717783.0
declaration 59996,295.5368751311278,1,0,0,0,1,2,1,616380.0
declaration 63763,1460.60320305017,1,0,0,1,1,3,1,1379277.0
declaration 20441,183.78890191376567,1,0,0,1,1,3,1,508768.0
declaration 60011,1534.249741408365,1,0,0,0,1,2,1,865603.0
declaration 60021,1702.7163796806562,1,0,0,0,1,2,1,243090.0
declaration 65171,1279.740424378062,1,0,0,1,1,3,1,1829232.0
declaration 20453,309.1832295483051,1,0,0,0,1,2,1,113058.0
declaration 65191,876.9960326287232,1,0,1,1,1,4,1,936048.0
declaration 60031,44.94458000502491,1,0,0,0,1,2,1,204483.0
declaration 60041,1030.261098574346,1,0,0,0,1,2,1,1476618.0
declaration 12396,1690.737948716183,1,0,1,0,1,3,1,628289.0
declaration 12407,1552.6639866749674,1,0,0,0,1,2,1,686761.0
declaration 20467,366.3944335546662,1,0,1,0,1,3,1,288605.0
declaration 60055,170.99823763504673,1,0,0,0,1,2,1,892469.0
declaration 60066,299.26102355086186,1,0,0,1,1,3,1,1738020.0
declaration 60081,174.7620214469138,1,0,0,0,1,2,1,860509.0
declaration 60096,371.0783433263662,1,0,0,0,1,2,1,712855.0
declaration 63775,126.61626433149584,1,0,0,0,1,2,1,192857.0
declaration 60117,295.0891449709242,1,0,0,0,1,2,1,527199.0
declaration 58859,0.0,1,0,0,0,1,2,0,81787.0
declaration 58857,370.8792851061404,1,0,0,0,1,2,1,536866.0
declaration 16408,3084.260791302192,1,0,0,0,1,2,1,3061486.0
declaration 58855,244.3999391596874,1,0,0,0,1,2,1,535781.0
declaration 60848,45.23574235361665,1,0,0,0,1,2,1,614251.0
declaration 60859,1053.4892351542435,1,0,0,0,1,2,1,2366269.0
declaration 60879,1097.3759448372018,1,0,0,0,1,2,1,679745.0
declaration 60889,338.7263949797176,1,0,0,1,1,3,1,797380.0
declaration 60901,604.9049564457868,1,0,0,1,1,3,1,889327.0
declaration 20507,388.9878902789425,1,0,0,1,1,3,1,2007164.0
declaration 12419,700.5371129320049,1,0,0,0,1,2,1,637907.0
declaration 12439,1995.9162656167998,1,0,1,0,1,3,1,893410.0
declaration 20535,127.72225175099409,1,0,0,1,1,3,1,548262.0
declaration 20533,104.50002415990426,1,0,0,1,1,3,1,547333.0
declaration 60913,270.79282006068695,1,0,0,0,1,2,1,331396.0
declaration 12463,911.0316642041842,1,0,0,1,1,3,1,2104500.0
declaration 19274,311.05872724960784,1,0,0,0,1,2,1,1839844.0
declaration 63991,1548.0150958729268,1,0,0,1,1,3,1,895683.0
declaration 63975,1708.3352891658967,1,0,0,1,1,3,1,1217538.0
declaration 12479,761.7010355636667,1,0,0,1,1,3,1,6495381.0
declaration 12499,110.69300342560176,1,0,0,0,1,2,1,1236169.0
declaration 19290,465.8476788011441,1,0,0,0,1,2,1,365536.0
declaration 12737,0.0,1,0,0,1,1,3,0,255400.0
declaration 12738,225.08009835236945,1,0,0,1,1,3,1,547833.0
declaration 12740,169.40238981257278,1,0,0,1,1,3,1,264810.0
declaration 25919,773.0368911752354,1,0,0,1,1,3,1,886297.0
declaration 63807,698.0407748671902,1,0,0,1,1,3,1,884552.0
declaration 19322,263.4845364433915,1,0,0,1,1,3,1,1479695.0
declaration 12777,514.622062115547,1,0,0,0,1,2,1,1481369.0
declaration 19350,1748.481737208625,1,0,0,0,1,2,1,1229783.0
declaration 19360,1907.775911243771,1,0,0,0,1,2,1,455297.0
declaration 20837,566.5587200271689,1,0,0,0,1,2,1,1860807.0
declaration 60930,252.27232016649444,1,0,0,0,1,2,1,282444.0
declaration 60948,219.00632439424206,1,0,0,0,1,2,1,7366904.0
declaration 25934,99.86192502703591,1,0,0,1,1,3,1,2682089.0
declaration 25950,862.9666190860792,1,0,0,1,1,3,1,1381926.0
declaration 68101,875.6784549713,1,0,0,1,1,3,1,1204504.0
declaration 60977,651.8655760353016,1,0,0,0,1,2,1,5960460.0
declaration 60987,1018.8417521736936,1,0,0,0,1,2,1,514591.0
declaration 58048,1988.3168586789864,1,0,0,0,1,2,1,539324.0
declaration 58063,820.8472788807775,1,0,1,0,1,3,1,1141157.0
declaration 12793,2050.4690539757516,1,0,0,0,1,2,1,1231703.0
declaration 12804,276.4687190635176,1,0,0,0,1,2,1,196741.0
declaration 61004,266.5400935327106,1,0,0,1,1,3,1,1981808.0
declaration 19370,957.7157958707311,1,0,0,0,1,2,1,1473837.0
declaration 12814,266.02778681949394,1,0,0,1,1,3,1,528374.0
declaration 65207,361.0705773084227,1,0,0,0,1,2,1,1154506.0
declaration 65217,347.6676757244881,1,0,0,0,1,2,1,861444.0
declaration 61028,0.0,1,0,0,1,1,3,0,701461.0
declaration 61029,700.3453380284031,1,0,0,1,1,3,1,1752444.0
declaration 61048,521.3229315040438,1,0,0,0,1,2,1,548792.0
declaration 19380,845.3689425417692,1,0,0,0,1,2,1,865648.0
declaration 19382,953.2263593488226,1,0,0,0,1,2,1,1116764.0
declaration 12830,523.1029488775475,1,0,0,0,1,2,1,1113305.0
declaration 12852,881.6550846069276,1,0,0,1,1,3,1,1915671.0
declaration 61063,83.11009233422519,1,0,0,0,1,2,1,2871283.0
declaration 61077,389.8091955522437,1,0,0,1,1,3,1,507275.0
declaration 12875,3032.1192297561406,1,0,1,0,1,3,1,530326.0
declaration 20850,291.82633368193933,1,0,0,0,1,2,1,1237144.0
declaration 25968,355.345139041031,1,0,0,0,1,2,1,1228795.0
declaration 19395,1384.8514509123765,1,0,0,0,1,2,1,288622.0
declaration 19405,2752.094979657375,1,0,1,0,1,3,1,1060811.0
declaration 19424,746.439267259028,1,0,0,0,1,2,1,1284555.0
declaration 63218,521.1581051887665,1,0,0,0,1,2,1,2084807.0
declaration 12887,774.8940734247503,1,0,0,1,1,3,1,1819117.0
declaration 19449,362.4933590525129,1,0,0,0,1,2,1,942645.0
declaration 63233,34.181862944649275,1,0,0,1,1,3,1,3050422.0
declaration 63819,1478.7020093791643,1,0,0,1,1,3,1,2622342.0
declaration 63834,629.3177609042615,1,0,0,1,1,3,1,5392713.0
declaration 65232,114.84217221780463,1,0,0,1,1,3,1,1582666.0
declaration 12902,894.0725042911112,1,0,0,0,1,2,1,1414673.0
declaration 63846,838.9912215853119,1,0,0,0,1,2,1,1300541.0
declaration 68563,184.22717937007212,1,0,0,0,1,2,1,1495117.0
declaration 12913,1522.5012948557176,1,0,0,0,1,2,1,1756648.0
declaration 12927,1522.4309802510754,1,0,0,0,1,2,1,3210661.0
declaration 12945,216.4136995178562,1,0,0,0,1,2,1,695173.0
declaration 63856,223.55339953448117,1,0,0,0,1,2,1,861024.0
declaration 26005,168.907012981608,1,0,0,0,1,2,1,273203.0
declaration 26015,509.7017509386171,1,0,0,0,1,2,1,888562.0
declaration 26025,1765.7718760209702,1,0,0,1,1,3,1,1929271.0
declaration 16865,1671.9779888420273,1,0,0,1,1,3,1,1144594.0
declaration 12962,478.92256729424315,1,0,0,0,1,2,1,1490341.0
declaration 34643,2054.4543041815273,1,0,1,1,1,4,1,1898410.0
declaration 12976,687.9210852868587,1,0,0,1,1,3,1,1652262.0
declaration 63876,269.15165640369213,1,0,0,0,1,2,1,275904.0
declaration 19462,2562.5220879783114,1,0,1,1,1,4,1,532412.0
declaration 12988,850.2804150078258,1,0,0,1,1,3,1,2448570.0
declaration 13005,293.34784561319253,1,0,0,1,1,3,1,626244.0
declaration 13024,2677.9342551546833,1,0,0,1,1,3,1,793656.0
declaration 69584,627.3874055452739,1,0,0,0,1,2,1,1220449.0
declaration 63895,1910.5801598809442,1,0,0,1,1,3,1,2853708.0
declaration 63909,916.5409847165829,1,0,0,0,1,2,1,645464.0
declaration 10279,1570.0308744938854,1,0,0,1,1,3,1,1407214.0
declaration 63920,86.8169614997871,1,0,0,0,1,2,1,629261.0
declaration 63930,1121.068206019954,1,0,0,0,1,2,1,542116.0
declaration 63940,794.814832601176,1,0,0,1,1,3,1,790513.0
declaration 34660,2489.752976603387,1,0,1,0,1,3,1,446649.0
declaration 34671,687.7708737254189,1,0,0,0,1,2,1,2431249.0
declaration 58089,560.1234508145292,1,0,0,0,1,2,1,1294647.0
declaration 34684,643.3821874913745,1,0,0,0,1,2,1,683456.0
declaration 63952,957.0085058980718,1,0,0,1,1,3,1,807981.0
declaration 63964,2160.0765151521946,1,0,0,0,1,2,1,699847.0
declaration 34694,1957.070226325116,1,0,0,0,1,2,1,1234713.0
declaration 13036,436.3583433381301,1,0,0,1,1,3,1,1492763.0
declaration 64006,674.4305070028738,1,0,0,0,1,2,1,610207.0
declaration 16159,1088.6916296817915,1,0,0,0,1,2,1,282376.0
declaration 16171,3876.8104169457533,1,0,1,1,1,4,1,1057495.0
declaration 16192,2124.8543922230297,1,0,0,0,1,2,1,619338.0
declaration 65807,156.30956637673634,1,0,0,0,1,2,1,269450.0
declaration 65820,1465.5946573713272,1,0,0,1,1,3,1,1667260.0
declaration 34709,64.85254925333251,1,0,0,0,1,2,1,466440.0
declaration 65838,49.02574206873624,1,0,0,0,1,2,1,1745809.0
declaration 65848,834.7792075554695,1,0,0,0,1,2,1,607624.0
declaration 65858,915.649852615476,1,0,1,1,1,4,1,2517887.0
declaration 70172,9.16354505966957,1,0,0,1,1,3,1,1812937.0
declaration 48003,640.538787842943,1,0,0,1,1,3,1,908771.0
declaration 16262,856.7513334626559,1,0,0,1,1,3,1,2170208.0
declaration 16883,576.2347961595209,1,0,0,0,1,2,1,699143.0
declaration 68548,371.2515546990643,1,0,0,0,1,2,1,1134170.0
declaration 16202,5438.373313645773,1,0,0,0,1,2,1,717091.0
declaration 68576,1655.7927874740487,1,0,0,0,1,2,1,1891082.0
declaration 68589,1431.5516684070983,1,0,0,0,1,2,1,1818430.0
declaration 68605,541.7521468462407,1,0,0,0,1,2,1,1059456.0
declaration 34719,1139.6735660910392,1,0,1,0,1,3,1,1740405.0
declaration 65894,457.9773205921438,1,0,0,0,1,2,1,423338.0
declaration 65896,246.9990043643023,1,0,0,0,1,2,1,421467.0
declaration 34941,0.0,1,0,0,1,1,3,0,0.0
declaration 68615,379.0875617202388,1,0,0,0,1,2,1,787321.0
declaration 68625,70.48042946362366,1,0,0,0,1,2,1,978868.0
declaration 65920,1683.9432376723587,1,0,0,0,1,2,1,1458863.0
declaration 65936,917.7490759607791,1,0,0,0,1,2,1,3358862.0
declaration 65949,0.0,1,0,0,0,1,2,0,17819.0
declaration 65958,527.7965349153116,1,0,0,0,1,2,1,2247589.0
declaration 34949,422.1622303306462,1,0,0,0,1,2,1,860121.0
declaration 67394,304.7165344345993,1,0,1,0,1,3,1,289084.0
declaration 16218,2902.58263424322,1,0,1,0,1,3,1,504899.0
declaration 16230,126.97372121371937,1,0,0,0,1,2,1,883655.0
declaration 57054,1376.5432182059171,1,0,0,0,1,2,1,203535.0
declaration 68635,466.5580896994317,1,0,0,0,1,2,1,1280522.0
declaration 68645,3198.8061385909355,1,0,1,0,1,3,1,1757096.0
declaration 67429,47.36712433779209,1,0,1,1,1,4,1,2527105.0
declaration 67427,22.696747078525377,1,0,1,1,1,4,1,2526876.0
declaration 67433,0.0,1,0,1,1,1,4,0,2516347.0
declaration 67431,77.95839213928281,1,0,1,1,1,4,1,790977.0
declaration 67478,224.7914832740512,1,0,1,1,1,4,1,779880.0
declaration 67499,118.00497634208354,1,0,0,1,1,3,1,2428251.0
declaration 68662,194.6384244149407,1,0,0,0,1,2,1,701513.0
declaration 67518,549.1845469771863,1,0,0,0,1,2,1,1484463.0
declaration 67531,0.0,1,0,0,0,1,2,1,108754.0
declaration 19481,44.342915647691136,1,0,0,1,1,3,1,772431.0
declaration 19494,348.675982436175,1,0,0,1,1,3,1,1189887.0
declaration 19506,106.42395157045937,1,0,0,1,1,3,1,267215.0
declaration 67547,705.6357312213697,1,0,0,1,1,3,1,2068032.0
declaration 68679,14.50133508687346,1,0,0,0,1,2,1,972854.0
declaration 67562,84.06368452826129,1,0,0,1,1,3,1,870222.0
declaration 67574,85.79695637420483,1,0,0,1,1,3,1,870349.0
declaration 68689,569.029891300029,1,0,0,0,1,2,1,1045759.0
declaration 57024,271.6496229600631,1,0,0,1,1,3,1,2968162.0
declaration 16278,0.0,1,0,0,1,1,3,0,1701891.0
declaration 67586,338.12664932897184,1,0,0,0,1,2,1,1408145.0
declaration 68699,361.83155653024164,1,0,0,1,1,3,1,631942.0
declaration 57070,23.251252475895633,1,0,0,0,1,2,1,294731.0
declaration 67596,1075.9878035277532,1,0,0,1,1,3,1,720093.0
declaration 16388,880.6802326768884,1,0,0,0,1,2,1,567417.0
declaration 68730,899.9773534806292,1,0,0,0,1,2,1,1211784.0
declaration 57156,182.7735685981757,1,0,0,1,1,3,1,1568708.0
declaration 57168,1093.48693376382,1,0,0,1,1,3,1,1955892.0
declaration 16398,822.8837671986578,1,0,0,0,1,2,1,710099.0
declaration 33818,432.3541453846517,1,0,0,1,1,3,1,1143672.0
declaration 16825,790.5083779302493,1,0,0,0,1,2,1,549083.0
declaration 10168,662.808790361207,1,0,0,1,1,3,1,2089685.0
declaration 67614,460.5420164694467,1,0,0,0,1,2,1,520849.0
declaration 68329,1706.939662149916,1,0,0,0,1,2,1,518654.0
declaration 69024,2755.5976608698197,1,0,0,0,1,2,1,1061492.0
declaration 69034,2651.1321695073602,1,0,0,1,1,3,1,669973.0
declaration 69046,244.9612233896295,1,0,0,1,1,3,1,1114543.0
declaration 68746,1574.1580305853781,1,0,0,0,1,2,1,619851.0
declaration 68758,676.4454187656042,1,0,0,0,1,2,1,627174.0
declaration 34959,603.011362711915,1,0,0,0,1,2,1,445601.0
declaration 34969,341.9594204131496,1,0,0,0,1,2,1,775882.0
declaration 16422,140.9566272043195,1,0,0,0,1,2,1,287399.0
declaration 16432,1247.7977128640207,1,0,0,0,1,2,1,623671.0
declaration 69058,4065.250112943772,1,0,1,0,1,3,1,1372967.0
declaration 16443,714.8062927491884,1,0,0,0,1,2,1,957498.0
declaration 58101,151.38533572270177,1,0,0,0,1,2,1,967920.0
declaration 58099,439.3867061219881,1,0,0,0,1,2,1,3635170.0
declaration 34985,466.00410635014555,1,0,0,0,1,2,1,872007.0
declaration 69073,174.44101459343457,1,0,0,1,1,3,1,286216.0
declaration 68771,719.4533478245722,1,0,0,1,1,3,1,847308.0
declaration 19768,209.16118105833903,1,0,0,1,1,3,1,782758.0
declaration 69086,1764.2970832725232,1,0,0,1,1,3,1,9441490.0
declaration 16915,594.276322145826,1,0,0,1,1,3,1,1584709.0
declaration 69105,228.5360284877442,1,0,0,0,1,2,1,1239054.0
declaration 16462,1328.8000936590877,1,0,0,1,1,3,1,890692.0
declaration 19780,725.2213886344458,1,0,0,0,1,2,1,1042053.0
declaration 19790,1398.4158290032708,1,0,0,0,1,2,1,697955.0
declaration 21053,140.45426029346982,1,0,0,0,1,2,1,509250.0
declaration 69559,3601.8911183781765,1,0,1,1,1,4,1,690548.0
declaration 16518,0.0,1,0,0,0,1,2,0,1028019.0
declaration 16519,168.20670487586597,1,0,0,0,1,2,1,628235.0
declaration 16517,0.0,1,0,0,0,1,2,0,518166.0
declaration 16537,975.0165665369425,1,0,1,0,1,3,1,290194.0
declaration 58874,541.39020657675,1,0,0,0,1,2,1,1729687.0
declaration 16574,1036.2752740900087,1,0,0,1,1,3,1,618052.0
declaration 69596,478.2749817111655,1,0,0,1,1,3,1,1234993.0
declaration 69616,849.9474868522487,1,0,0,0,1,2,1,610746.0
declaration 69631,68.18944814186793,1,0,0,1,1,3,1,323843.0
declaration 16587,1870.4429742995742,1,0,1,0,1,3,1,1233263.0
declaration 16600,37.73017526759827,1,0,0,1,1,3,1,544028.0
declaration 16929,1557.3728369317314,1,0,0,0,1,2,1,1734887.0
declaration 69126,2187.857655256137,1,0,0,1,1,3,1,954639.0
declaration 69142,564.5167649506768,1,0,0,0,1,2,1,526678.0
declaration 69152,167.27240231680307,1,0,0,0,1,2,1,523224.0
declaration 16707,222.20981147583177,1,0,0,0,1,2,1,521784.0
declaration 69162,969.4415237403125,1,0,0,0,1,2,1,617683.0
declaration 69175,445.48040956440445,1,0,0,1,1,3,1,533779.0
declaration 69191,2013.3880470447539,1,0,1,0,1,3,1,1141399.0
declaration 69643,330.66043096912614,1,0,0,0,1,2,1,631984.0
declaration 69207,590.8652772360272,1,0,0,0,1,2,1,1748949.0
declaration 69656,2412.6948450966465,1,0,1,1,1,4,1,440972.0
declaration 69672,3598.8701054398102,1,0,1,0,1,3,1,884617.0
declaration 69217,15.655040772747723,1,0,0,1,1,3,1,1495246.0
declaration 16942,325.7971853114184,1,0,0,0,1,2,1,1300794.0
declaration 69231,340.6945087625359,1,0,0,0,1,2,1,1697106.0
declaration 69691,492.1247270298506,1,0,0,0,1,2,1,963376.0
declaration 16952,466.2234256072269,1,0,0,0,1,2,1,347760.0
declaration 69701,1968.0633088674283,1,0,1,1,1,4,1,614733.0
declaration 69249,1726.394502195812,1,0,0,1,1,3,1,688281.0
declaration 69275,0.0,1,0,0,0,1,2,0,0.0
declaration 69274,0.0,1,0,0,0,1,2,0,0.0
declaration 69280,852.2309755829815,1,0,0,0,1,2,1,803484.0
declaration 69277,0.0,1,0,0,0,1,2,0,0.0
declaration 69272,54.74400363987902,1,0,0,0,1,2,1,779746.0
declaration 69282,0.0,1,0,0,0,1,2,0,0.0
declaration 69276,0.0,1,0,0,0,1,2,0,0.0
declaration 69278,50.30530064205099,1,0,0,0,1,2,1,802830.0
declaration 69308,294.05485832220165,1,0,0,0,1,2,1,518370.0
declaration 16677,1479.9211920751463,1,0,0,1,1,3,1,1276100.0
declaration 69989,207.41511549760224,1,0,0,0,1,2,1,1240823.0
declaration 69999,847.1830726374675,1,0,0,1,1,3,1,3785459.0
declaration 70013,277.1432227980696,1,0,0,1,1,3,1,2674051.0
declaration 69740,1829.2540379727734,1,0,0,0,1,2,1,1320755.0
declaration 70033,524.7982256954134,1,0,0,0,1,2,1,868782.0
declaration 69750,830.6994452586671,1,0,0,1,1,3,1,893369.0
declaration 34995,324.6590226260748,1,0,0,0,1,2,1,2185136.0
declaration 35009,1934.7886558515527,1,0,0,1,1,3,1,1496508.0
declaration 70485,949.5803359278888,1,0,0,0,1,2,1,1585367.0
declaration 70043,1717.0577633429396,1,0,0,0,1,2,1,618545.0
declaration 70053,218.15291124080446,1,0,0,0,1,2,1,883532.0
declaration 70063,462.43047823202824,1,0,0,0,1,2,1,3650571.0
declaration 70080,214.4813099446909,1,0,0,0,1,2,1,625221.0
declaration 16696,1423.4547790939132,1,0,0,0,1,2,1,779294.0
declaration 16723,433.5133261212041,1,0,0,0,1,2,1,890968.0
declaration 58926,78.09485447335501,1,0,0,0,1,2,1,633407.0
declaration 70096,243.35589789856144,1,0,0,1,1,3,1,1194889.0
declaration 70108,181.5129423299599,1,0,0,1,1,3,1,1051344.0
declaration 70123,452.84267598649836,1,0,0,1,1,3,1,551464.0
declaration 16736,322.10678205374387,1,0,0,1,1,3,1,1057099.0
declaration 16751,650.3015407275774,1,0,0,1,1,3,1,874095.0
declaration 35024,188.6727114809018,1,0,0,0,1,2,1,292432.0
declaration 70498,705.717410616137,1,0,0,1,1,3,1,3043921.0
declaration 58884,43.86397348159144,1,0,0,1,1,3,1,1820754.0
declaration 70149,366.19208519553507,1,0,0,1,1,3,1,546554.0
declaration 16786,24.11574378876431,1,0,0,1,1,3,1,888451.0
declaration 16799,396.07172574036645,1,0,0,0,1,2,1,1575631.0
declaration 16815,285.62848567190053,1,0,0,0,1,2,1,1479030.0
declaration 19804,550.4993833933124,1,0,0,1,1,3,1,283244.0
declaration 59378,264.2522729405714,1,0,0,0,1,2,1,268969.0
declaration 70184,656.1184584597765,1,0,0,1,1,3,1,1834577.0
declaration 55836,779.5025559370671,1,0,0,1,1,3,1,716852.0
declaration 16845,930.4582347605759,1,0,0,0,1,2,1,624257.0
declaration 51021,0.0,1,0,0,1,1,3,0,1310998.0
declaration 59703,1455.1371658128346,1,0,0,0,1,2,1,848734.0
declaration 16962,1441.6179127998566,1,0,0,1,1,3,1,1785803.0
declaration 16974,2351.9532382571188,1,0,0,1,1,3,1,1229811.0
declaration 16985,1309.4672776423884,1,0,0,1,1,3,1,1133445.0
declaration 17010,109.04608181149163,1,0,0,0,1,2,1,625453.0
declaration 70197,1191.7389962989453,1,0,0,0,1,2,1,774408.0
declaration 71029,194.50503569633574,1,0,0,1,1,3,1,1557825.0
declaration 10184,451.96648914040907,1,0,0,1,1,3,1,1484064.0
declaration 71043,2733.783868455845,1,0,0,1,1,3,1,1489820.0
declaration 19816,1952.48649276469,1,0,0,1,1,3,1,1362835.0
declaration 70520,115.97771846476978,1,0,0,0,1,2,1,275832.0
declaration 19830,1840.0465524632004,1,0,0,1,1,3,1,621631.0
declaration 70530,2539.64695537218,1,0,0,1,1,3,1,1729546.0
declaration 70542,532.9040814976917,1,0,0,0,1,2,1,624907.0
declaration 71054,157.51554782146385,1,0,0,0,1,2,1,288122.0
declaration 71064,379.11099893379344,1,0,0,1,1,3,1,1225144.0
declaration 60662,1954.038696268674,1,0,0,0,1,2,1,1491239.0
declaration 29830,1142.9465291086858,1,0,0,0,1,2,1,1825182.0
declaration 71076,852.496911466876,1,0,0,0,1,2,1,2473488.0
declaration 19847,306.11939146445326,1,0,0,1,1,3,1,1144742.0
declaration 19859,306.1933724931597,1,0,0,1,1,3,1,1329480.0
declaration 58898,1033.6205857776715,1,0,0,0,1,2,1,625019.0
declaration 58914,1892.728749696655,1,0,0,1,1,3,1,1205235.0
declaration 58936,265.19164482566083,1,0,0,0,1,2,1,856550.0
declaration 71089,2578.824187624411,1,0,0,0,1,2,1,1152395.0
declaration 70552,1912.251548948975,1,0,0,1,1,3,1,2667926.0
declaration 70567,437.11189997944183,1,0,0,0,1,2,1,546152.0
declaration 71116,1554.276386082961,1,0,0,0,1,2,1,1478450.0
declaration 71128,79.71358025079722,1,0,0,1,1,3,1,1646780.0
declaration 71152,272.4713336242466,1,0,0,0,1,2,1,892949.0
declaration 19874,468.8537213656334,1,0,0,1,1,3,1,975103.0
declaration 19886,875.0470391724365,1,0,0,1,1,3,1,964233.0
declaration 71165,717.8623167803603,1,0,0,1,1,3,1,758718.0
declaration 11177,688.7388670124038,1,0,0,1,1,3,1,605409.0
declaration 10207,104.14170988112654,1,0,0,0,1,2,1,614154.0
declaration 10217,2801.6903766770747,1,0,0,1,1,3,1,1231929.0
declaration 71184,232.00791533538387,1,0,0,0,1,2,1,626794.0
declaration 19899,446.5205812894108,1,0,0,0,1,2,1,443753.0
declaration 19909,1916.6282388946931,1,0,0,1,1,3,1,1045477.0
declaration 71203,725.4559367652013,1,0,0,1,1,3,1,1843947.0
declaration 71229,238.96554697736536,1,0,1,1,1,4,1,265625.0
declaration 10240,264.1994804968269,1,0,0,0,1,2,1,1492513.0
declaration 10238,24.018134590620626,1,0,0,0,1,2,1,1492123.0
declaration 10265,744.94279664288,1,0,0,0,1,2,1,2603323.0
